#,Lyrics,Title,Artist,Type,Conditional Lyric Entropy,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Acoustic Deviation (Antagonistic),Dance Deviation (Antagonistic),BPM Deviation (Antagonistic),Acoustic Deviation (Dionysitic),Dance Deviation (Dionysitic),BPM Deviation (Dionysitic),Acoustic Deviation (Doloristic),Dance Deviation (Doloristic),BPM Deviation (Doloristic),Acoustic Deviation (Stoiostatic),Dance Deviation (Stoiostatic),BPM Deviation (Stoiostatic),Energy Deviation (Antagonistic),Valence Deviation (Antagonistic),Energy Deviation (Dionysitic),Valence Deviation (Dionysitic),Energy Deviation (Doloristic),Valence Deviation (Doloristic),Energy Deviation (Stoiostatic),Valence Deviation (Stoiostatic),Original_Length,Gzip_Length,Bzip2_Length,Most_Compressed_Length,Compression_Ratio,Most_Compressed_Type,Lyric Valence,Lyric Arousal
325,"Uh huh
Uh

And it weighs a ton
'Riq Geez motherfuckers I'm a son of a gun
Black master of any trade under the sun
Talk sharp like a razor blade under the tongue
Clear my path and come get your captain hung
Trying to breathe like Black'll collapse your lungs
Young chump you could choke off the web I spun
I done cleared 'em out from the threat I brung
You done heard about what set I'm from
My nigga, word of mouth little rule-a-thumb
Y'all better bow down when the ruler come
I'm a real hood nigga not a hood-a-lum
The way Thought put it down be confusin' some of y'all
Cats can't walk while chewin' your gum 'n all
What a keyboard got to do with a drum and all
School 'em on stage like I'm doin' a seminar
Professional type, I'm adjustin' my mic
Go to war kid I'll give you any weapon you like
Give you something to run from, bust off your dum-dums
Stop kid, that hot shit you know where it come from
It's Philly world-wide phenomenon
And reinforcin' that shit is my 9-to-5
And when I finish making you recognize
I'm getin' at a couple civilized women that's tryin' to ride
You been waitin' on the boul to come off to all
You wanna get the bitches up off the wall
Just to see you smile and enjoy yourself
To keep you in health, this for all of y'all
I'm quick on the draw like Black McGraw
And I can't tell what y'all cats rappin' for
My name 'riq Geez and I'm back for more
To get more chips than the corner store
With a portrait of Malcom X on the door
While I'm eatin' MCs like a carnivore
Matter fact, ease back 'fore you get harmed
Ring the warning horn when I'm gon' perform
The first nigga that move, or disturb the goove
I'mma have y'all flicks on the evening news
Play y'all part - get on y'all P's and Q's
And when y'all face Thought, be prepared to lose
Bring money to spend and somebody to lend
And some worthwhile money not twenties and tens
Get took for your tuck right in front of your hens
Who coulda helped you, nigga? not none of ya friends
Because, I put a black fist under ya chin
Have your physical remains found under the pen
If I'm coming up in the place, I'm coming to win
Wasn't in it for a minute, now I'm dumbin' again
'riq Geez, akh, y'all can chat what y'all please
Receive what I'm gonna get back to y'all believe
'cuz you don't really wanna get clapped with all these
My man, you can take y'all strap when y'all leave
You see the squad come in the place, they all freeze
Ice Cold, with his mellow Cool Breeze
MCs never showed loyalty yet
Kool Herc ain't never get a royalty check
I do work, no question, and bomb your set
I'm calm collect, sharp like my name Gillette
RIP my man Gillette until I touch the mic
Y'all people ain't seen danger yet
I'm a decorated vet, I regulate and wreck
Never hesitated yet, I'm gettin' heavy weighted checks
If you would dare ask if I'm dedicated - yes
I spit live rounds that'll penetrate a vest
Nigga, take ya seats I'm a demonstrate a test
How to freak the beats, so gangsta fresh
And it thump, from the east coast to Bangladesh
Big bank Willy Gank smoke the thing to death
But hold tight, cuz it's not over yet
I don't even feel like I'm not sober yet
And it ring like shots in the projects New Year's Eve
And it ain't even October yet
I'm a big bounty hunter like Boba Fett
Y'all more shell shocked then a soldier get
If the prize in my sights then I'm goin' for this
Whoo whoo 'riq Geez be the ultimate
I'm the culprit, give me the bulk of this
'riq set it on the magnetic ultra tip
Get down how you 'posed to get
I got nothing to lose, I'm a killer with no regrets
I'm like young LL, cuz I'm hard as hell
Makin' niggas screw face like Gargamel
Now I'm all out on my own like Patti LaBelle
Put the pimp game down on your mademoiselle

Keep the beat goin'
Keep the beat goin'",Web,The Roots,Antagonistic,1.96099106232094,2004-07-13,115,84,91,-6,69,3:17,5,40,378,1604,0.75,41.91,-10.63,-7.64,27.12,-4.14,-25.43,41.55,-3.97,-25.31,27.4,3.13,2.61390887290168,29.8345323741007,8.01060070671377,-2.57597173144876,31.5661605206074,33.6182212581345,33.4938271604938,13.6851851851852,3747,1929,1867,1867,0.4982652788897785,0,0.3032262345224858,0.1409548484288972
1127,"
A siren's melody, how could I know?
A silent lullaby, to your soul
Caught in a slow decline
And you're gonna fall
When you don't know the way at all
And now they see into your head
And they see into your mind in here

And no, that isn't all how it ends
We will you ever be the same
Before you needed every touch
Before you needed everyone to say
You're living through a lover's eyes
And she's paying all the time
Living in another lifeless place

And now you're way down
Weighed down
Weighed down
Weighed down
Weighed down
Didn't need another life to lead
When you're weighed down
Way, way down

Siren on a winter's day
Driven mad, you played your part
Now here goes the melody
How bare it is

'Cause they see into your mind in here
But say that isn't all how it ends
Did it really have to be this way?
Did you need another touch?
In the shadow of a slow decay
Living through a lover's eyes
Is there any higher price?
Living in another lifeless place

And now you're way down
Weighed down
Weighed down
Weighed down
Weighed down
Didn't need another life to lead
When you're weighed down
Way, way down
The weight, the weight
The darkness on your shoulders
The weight, the weight
The darkness in your soul but
The weight, the weight
The darkness on your shoulders
The weight, the weight
The darkness in your soul but
Don't let love bring you down
Don't let love bring you down with me
Don't let love bring you down
Don't let love bring you down, you down",Weighed Down,The Horrors,Doloristic,1.60516775077977,2017-09-22,117,75,53,-8,20,6:32,0,0,1156,6687,-4.25,3.91,-8.63,-12.64,-10.88,-2.14,-30.43,3.55,-1.97,-30.31,-10.6,5.13,-6.38609112709833,-19.1654676258993,-0.989399293286226,-51.5759717314488,22.5661605206074,-15.3817787418655,24.4938271604938,-35.3148148148148,1452,513,571,513,0.3533057851239669,1,0.2758736145040582,0.0861716761419551
457,"
We stopped for coffee in the redwood forest
Giant dripping leaves, spoons of powdered cream
I wanted to kiss you, but I wasn't sure how
Like those Indians lost in the rain forest
Forced to drag burning wood wherever they went
They all had forgotten how to start a fire

This is why people OD on pills
And jump from the Golden Gate Bridge
Anything to feel weightless again

Those poor lost Indians when the white man found them
Most died of TB, the rest went insane
In our motel room you're drinking slice and gin
Reading Moby Dick on the other bed
Remember the first time we slept together
You said it felt like when you learned to float

This is why people OD on pills
And jump from the Golden Gate Bridge
Anything to feel weightless again",Weightless Again,The Handsome Family,Doloristic,1.67912575109968,1998-02-02,114,54,55,-10,59,3:37,0,0,1080,3418,-4.25,5.91,-11.63,-12.64,-8.88,-5.14,-30.43,5.55,-4.97,-30.31,-8.6,2.13,-27.3860911270983,19.8345323741007,-21.9893992932862,-12.5759717314488,1.56616052060738,23.6182212581345,3.49382716049383,3.68518518518518,741,409,464,409,0.5519568151147098,1,0.3730702055798923,0.0830837565942393
745,"
Welcome to where time stands still
No one leaves and no one will
Moon is full, never seems to change
Just labelled mentally deranged
Dream the same thing every night
I see our freedom in my sight
No locked doors, no windows barred
No things to make my brain seem scarred
Sleep, my friend, and you will see
That dream is my reality
They keep me locked up in this cage
Can't they see it's why my brain says ""rage""?

Sanitarium
Leave me be
Sanitarium
Just leave me alone


Build my fear of what's out there
Cannot breathe the open air
Whisper things into my brain
Assuring me that I'm insane
They think our heads are in their hands
But violent use brings violent plans
Keep him tied, it makes him well
He's getting better, can't you tell?
No more can they keep us in
Listen, damn it, we will win
They see it right, they see it well
But they think this saves us from our hell

Sanitarium
Leave me be
Sanitarium
Just leave me alone

Sanitarium
(Just leave me alone)

Fear of living on
Natives getting restless now
Mutiny in the air
Got some death to do
Mirror stares back hard
Kill, it's such a friendly word
Seems the only way
For reaching out again",Welcome Home (Sanitarium),Metallica,Antagonistic,1.55246039707985,1986-03-03,97,77,31,-10,42,6:27,0,57,738,7382,-4.25,-18.09,-28.63,-12.64,-32.88,-22.14,-30.43,-18.45,-21.97,-30.31,-32.6,-14.87,-4.38609112709833,2.83453237410072,1.01060070671377,-29.5759717314488,24.5661605206074,6.61822125813449,26.4938271604938,-13.3148148148148,1146,612,635,612,0.5340314136125655,1,0.2139455804530901,0.0915889860384756
900,"
Oh my God
Jump

Welcome to the jungle, we got fun and games
We got everything you want, honey, we know the names
We are the people that can find whatever you may need
If you got the money, honey, we got your disease

In the jungle, welcome to the jungle
Watch it bring you to your shun-n-n-n-n-n-n-n-n-n-n-n, knees, knees
Mwah, ah, I wanna watch you bleed

Welcome to the jungle, we take it day by day
If you want it you're going to bleed, but it's the price you pay
And you're a very sexy girl, who's very hard to please
You can taste the bright lights, but you won't get them for free

In the jungle, welcome to the jungle
Feel my, my, my, my serpentine
Oh, ah, I wanna hear you scream

Moaning

Welcome to the jungle, it gets worse here everyday
You learn to live like an animal in the jungle where we play
If you got a hunger for what you see, you'll take it eventually
You can have anything you want, but you better not take it from me

In the jungle, welcome to the jungle
Watch it bring you to your shun-n-n-n-n-n-n-n-n-n-n-n, knees, knees
Mwah, I wanna watch you bleed

And when you're high, you never
Ever want to come down
So down, so down, so down, yeah


You know where you are?
You're in the jungle, baby
You're gonna die
In the jungle, welcome to the jungle
Watch it bring you to your shun-n-n-n-n-n-n-n-n-n-n-n, knees, knees
In the jungle, welcome to the jungle
Feel my, oh my, my, my serpentine
Jungle, welcome to the jungle
Watch it bring you to your shun-n-n-n-n-n-n-n-n-n-n-n, knees, knees

Down in the jungle, welcome to the jungle
Watch it bring you to your, it's going to bring you down, huh",Welcome To The Jungle,Guns N' Roses,Antagonistic,1.47343415395002,1987-07-21,123,95,45,-8,33,4:32,2,49,928,9450,-2.25,-4.09,-2.63,-10.64,-18.88,3.86,-28.43,-4.45,4.03,-28.31,-18.6,11.13,13.6139088729017,-6.16546762589928,19.0106007067138,-38.5759717314488,42.5661605206074,-2.38177874186551,44.4938271604938,-22.3148148148148,1614,563,597,563,0.3488228004956629,1,0.3927538945370937,0.0950820587826443
283,"And if I say to you tomorrow
Take my hand, child, come with me
It's to a castle I will take you
Where what's to be, they say will be

Catch the wind, see us spin, sail away, leave today
Way up high in the sky, ...
But the wind won't blow, you really shouldn't go
It only goes to show
That you will be mine, by taking our time
Oh..

And if you say to me tomorrow
Oh, what fun it all would be
Then what's to stop us, pretty baby
But what is and what should never be?

Catch the wind, see us spin, sail away, leave today
Way up high in the sky, ...
But the wind won't blow, you really shouldn't go
It only goes to show
That you will be mine, by taking our time


So if you wake up with the sunrise
And all your dreams are still as new
And happiness is what you need so bad
Girl, the answer lies with you, yeah

Catch the wind, see us spin, sail away, leave today
Way up high in the sky, ...
But the wind won't blow, you really shouldn't go
It only goes to show
That you will be mine, by taking our time

Hey, ho, but the wind won't blow, and we really shouldn't go
And it only goes to show
Catch the wind, we're going to see it spin, we're going to...sail, leave today
Do do do, bop bop a do-oh. My my my my my my yeah
Everybody I know seems to know me well
But they're never going to know that I move like hell
Baby, baby, baby, baby, baby, baby. Oh lord
Baby baby babe. Huh? Oh, I love ya
Do no no no no no no. C'mon now
I want you now",What Is and What Should Never Be,Led Zeppelin,Dionysitic,1.61132169393893,1969-10-22,78,47,34,-13,53,4:44,28,59,282,4580,23.75,-15.09,-47.63,15.36,-29.88,-41.14,-2.43,-15.45,-40.97,-2.31,-29.6,-33.87,-34.3860911270983,13.8345323741007,-28.9893992932862,-18.5759717314488,-5.43383947939262,17.6182212581345,-3.50617283950617,-2.31481481481482,1434,545,607,545,0.3800557880055788,1,0.5909124543713394,0.1146037790900828
4,"
Never do what they do, what they do, what they do
Never do what they do, what they do, what they do

Yo, yo
Lost generation, fast-paced nation
World population confront they frustration
The principles of true hip-hop have been forsaken
It's all contractual and about money-makin'
Pretend-to-be cats don't seem to know they limitation
Exact replication and false representation
You wanna be a man? Then stand your own
To emcee require skills, I demand some shown
I let the frauds keep frontin', and roam like a cellular phone
Far from home, givin' crowds what they wantin'
Official hip-hop consumption, The Fifth thumpin'
Keepin' your party jumpin' with an original somethin'
Yo, I dedicate this to the one-dimensional
No imagination, excuse for perpetration
My man came over and said, ""Yo, we thought we heard you""
Joke's on you — you heard a bitin'-ass crew, but, um..

Never do what they do, what they do, what they do
Never do what they do, what they do, what they do

Thin is the line that run between love and hatred
The game is ill-natured, it's nothin' sacred
A-yo, it's funny what I see some rap niggas do to make it
A few'll blow up, or go as far as they can take it
My nine-to-five is just to hit ya, get the party live
I'm Black Thought, used to rap for sport
Now the rhyme-sayin', rent-payin' life support
I take it very seriously within this industry
It's various crews that try to touch me
But I come with the beautiful things, and I bless the track plushly
Around the world, crowds love me from doin' tours
Recipient of applause from all of you and yours
Creator of original sounds that's in the stores
You take home to absorb, and sweat it out your pores
Now, who can stop the music runnin' through these veins?
Infinitely go against the grain, that's why my motto's to..

Never do what they do, what they do, what they do
Never do what they do, what they do, what they do

Livin' the life of limos and lights
Airplanes and trains, short days and long nights
Keyboards and mics, bass chords and drum kicks
And my mental thick, they hit my head like brick
As I embark on a mission, welcomin' to the dark
When I first spark the art's when the listenin' start
Open your head wide, and let the Thought inside
My style fortified by all of Philadelph-i
My delph more stealth than all the wicked wealth-y
Mentality undetectable by the naked eye
Then I get paid when the record is played
To put it short — ""I want It Made"" like Ed, 'nuff said!
Then after that, I'm puttin' on my cousin Hamed
We let the ladies blend with the dark-skinned thoroughbred
And discover my level is that of no other
And Roots crew reign official and true while I'm continuin' to..
Never do what they do, what they do, what they do
Never do what they do, what they do, what they do
Never do what they do, what they do, what they do
Never do what they do, what they do, what they do
Never do what they do, what they do, what they do
Never do what they do, what they do, what they do",What They Do,The Roots,Stoiostatic,1.84978520722721,1996-09-24,93,41,89,-11,68,5:57,34,62,1,6638,29.75,39.91,-32.63,21.36,25.12,-26.14,3.57,39.55,-25.97,3.69,25.4,-18.87,-40.386091127098304,28.8345323741007,-34.9893992932862,-3.57597173144876,-11.4338394793926,32.6182212581345,-9.50617283950617,12.6851851851852,2970,1340,1343,1340,0.4511784511784512,1,0.3780425697981527,0.0988555388018523
1248,"
I buried my heart in a hole in the ground
With the lights and the roses and the cowards downtown
They threw me a party, there was no one around
They tried to call my girl but she could not be found
I buried my guilt in a pit in the sound
With the rust and the vultures and the trash downtown
So don't step to me, kid, you'll never be found
Cause while you were sleeping, I took over your town

When I see a man, I see a lion
When I see a man, I see a liar
You're the apple of my eye, of my eye, of my eye
You're the apple of my eye, of my eye, I want ya

I fell for a girl with a port-wine stain
I knew her initials but never her name
I tried and I tried and I was never the same
So no longer felt love and I'm forever changed

When I see a man, I see a lion
When I see a man, I see a liar
You're the apple of my eye, of my eye, of my eye
You're the apple of my eye, of my eye, I want ya
Give up my money, give up my name, take it away
I'll give it away, I'll give it away, I'll give it
When I see a man, I see a lion
When I see a man, I see a liar


When I see a man, I see a lion
When I see a man, I see a liar
You're the apple of my eye, of my eye, of my eye
You're the apple of my eye, of my eye, I want ya
Give up my money, give up my name, take it away
I'll give it away, I'll give it away, I'll give it
I’m a sycophantic animal, I’m a sycophantic fool
I’m a sycophantic fool, I know
Break up the chain, I'll break up the chain, I'll break it
Give it away, I'll give it away, I'll give it
When I see a man, I see a lion
When I see a man, I see a liar
You're the apple of my eye, of my eye, of my eye
You're the apple of my eye, of my eye, I want ya
Give up my money, give up my name, take it away
I'll give it away, I'll give it away, I'll give it
See you again, I'll see you again, I'll see ya
Give it away, I'll give it away, I'll give it
When I feel low, when I feel low, I feel it
When I see a man, I see a lion
When I see a man, I see a liar
You're the apple of my eye, of my eye, of my eye
You're the apple of my eye, of my eye, I want ya",What Went Down,Foals,Antagonistic,1.61102288307542,2015-06-17,147,92,23,-6,13,5:01,0,40,1178,4761,-4.25,-26.09,21.37,-12.64,-40.88,27.86,-30.43,-26.45,28.03,-30.31,-40.6,35.13,10.6139088729017,-26.1654676258993,16.0106007067138,-58.5759717314488,39.5661605206074,-22.3817787418655,41.4938271604938,-42.3148148148148,2057,515,596,515,0.2503646086533787,1,0.204144915829241,0.1254790694605579
1003,"It's been such a long time
And I was just a child then
What will you say
When you see my face?
Time feels like it's flown away
The days just pass and fade away
What will you say
When they take my place?
It's funny now
I just don't feel like I'm a man
What will you say
When you see my face?
My face… Sing ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah Yeah
Mother dear, the world's gone cold
No one cares about love anymore
What will you say
When you see my face?
Father do you hear me?
Do you know me?
Do you even care?
What will you say
When they take my place?
My heart can't take this anymore
What will you say
When you see my face?
When you see my
See my face...
I can feel your time crawling
To a slow end
I can feel my time crawling
To a slow end...
Mother dear, the world's gone cold
No one cares about love anymore
What will you say
When you see my face?
Father do you hear me?
Do you know me?
Did you even care?
What will you say
When you take my place?
Well it's so funny now
I just don't feel like I'm a man
What will you say? Ahhhhhhhhhhhh yeah oh ohhhhh ahhhh  da da da da da da da da da da ahhhh ahhhhhhhhh",What Will You Say,Jeff Buckley,Antagonistic,1.47997107457497,2000-05-09,107,65,35,-12,27,7:35,2,27,493,8014,-2.25,-14.09,-18.63,-10.64,-28.88,-12.14,-28.43,-14.45,-11.97,-28.31,-28.6,-4.87,-16.3860911270983,-12.1654676258993,-10.9893992932862,-44.5759717314488,12.5661605206074,-8.38177874186551,14.4938271604938,-28.3148148148148,1202,380,460,380,0.3161397670549085,1,0.2397993310548993,0.1303574879702992
628,"
And when you wanted me, I came to you
And when you wanted someone else, I withdrew
And when you asked for light, I set myself on fire
And if I go far away, I know
You'll find another slave

Now I'm free from what you want
Now I'm free from what you need
Now I'm free from what you are

And when you wanted blood, I cut my veins
And when you wanted love, I bled myself again
Now that I've had my fill of you, I'll give you up forever
And here I go, far away, I know you
You'll find another slave

Now I'm free from what you want
Now I'm free from what you need
Now I'm free from what you are


Then a vision came to me
When you came along
I gave you everything
But then you wanted more

Now I'm free from what you want
Now I'm free from what you need
Now I'm free from what you are
Hey, now I'm free from what you want
Now I'm free from what you need
Now I'm free from what you are",What You Are ,Audioslave,Antagonistic,1.34616182572567,2002-11-17,89,69,50,-4,49,4:09,1,57,456,4646,-3.25,0.909999999999997,-36.63,-11.64,-13.88,-30.14,-29.43,0.549999999999997,-29.97,-29.31,-13.6,-22.87,-12.3860911270983,9.83453237410072,-6.98939929328623,-22.5759717314488,16.5661605206074,13.6182212581345,18.4938271604938,-6.31481481481482,881,296,336,296,0.3359818388195232,1,0.370487965446943,0.0974984917956383
263,"
What an amazing time
What a family
How did the years go by?
Now it's only me

Tick-tock, tick-tock, tick-tock
Tick-tock, tick-tock, tick-tock
Tick-tock, tick-tock
La, la, la, la, la, la, la

Like a cat in heat stuck in a moving car
A scary conversation, shut my eyes, can't find the brake
What if they say that you're a climber?
Naturally I'm worried if I do it alone
Who really cares? 'Cause it's your life
You never know, it could be great
Take a chance 'cause you might grow
Oh, oh-oh

What you waiting? What you waiting?
What you waiting? What you waiting?
What you waiting for?
What you waiting? What you waiting?
What you waiting? What you waiting?
What you waiting for?

Tick-tock, tick-tock
Tick-tock, tick-tock
Take a chance, you stupid ho

Like an echo pedal, you're repeating yourself
You know it all by heart, why are you standing in one place? (Uh-huh)
Born to blossom, bloom to perish
Your moment will run out 'cause of your sex chromosome
I know it's so messed up how our society all thinks (For sure)
Life is short, you're capable (Uh-huh)
Oh, oh-oh

Look at your watch now
You're still a super-hot female
You got your million-dollar contract
And they're all waiting for your hot track!

What you waiting? What you waiting?
What you waiting? What you waiting?
What you waiting for?
What you waiting? What you waiting?
What you waiting? What you waiting?
What you waiting for?
I can't wait to go back and do Japan
Get me lots of brand new fans
Osaka, Tokyo
You Harajuku girls
Damn, you've got some wicked style... go!

Look at your watch now
You're still a super-hot female
You got your million-dollar contract
And they're all waiting for your hot track!

What you waiting? What you waiting?
What you waiting? What you waiting?
What you waiting for?
What you waiting? What you waiting?
What you waiting? What you waiting?
What you waiting for?

What you waiting for?
What you waiting for?
Take a chance, you stupid ho
Take a chance, you stupid ho
What you waiting for?
What you waiting for?
What you waiting for?
Take a chance, you stupid ho
Take a chance, you stupid ho",What You Waiting For?,Gwen Stefani,Dionysitic,1.43949181378604,2004-11-22,136,95,68,-3,73,3:41,5,70,259,5592,0.75,18.91,10.37,-7.64,4.12,16.86,-25.43,18.55,17.03,-25.31,4.4,24.13,13.6139088729017,33.8345323741007,19.0106007067138,1.42402826855124,42.5661605206074,37.6182212581345,44.4938271604938,17.6851851851852,2086,681,752,681,0.3264621284755513,1,0.4079538210856183,0.1863845823072062
62,"
(One, two, three, four)

I know what you're thinkin'
We were goin' down
I can feel the sinkin'
But then I came around
And everyone I've loved before
Flashed before my eyes
And nothin' mattered anymore
I looked into the sky

Well I wanted somethin' better, man
I wished for somethin' new
And I wanted somethin' beautiful
I wish for somethin' true
Been lookin' for a reason, man
Somethin' to lose

When the wheels come down (When the wheels come down)
When the wheels touch ground (When the wheels touch ground)
And you feel like it's all over, there's another round for you
When the wheels come down (When the wheels come down)

Know your head is spinnin'
Broken hearts will mend
This is our beginnin'
Comin' to an end

Well you wanted somethin' better, man
You wished for somethin' new
Well you wanted somethin' beautiful
You wished for somethin' true
Been lookin' for a reason, man
Somethin' to lose

When the wheels come down (When the wheels come down)
When the wheels touch ground (When the wheels touch ground)
And you feel like it's all over, there's another round for you
When the wheels come down (When the wheels come down)


When the wheels come down (When the wheels come down)
When the wheels touch ground (When the wheels touch ground)
And you feel like it's all over, there's another round for you
When the wheels come down (When the wheels come down)
When the wheels come down (When the wheels come down)
When the wheels touch ground (When the wheels touch ground)
And you feel like it's all over, there's another round for you
When the wheels come down (When the wheels come down)",Wheels,Foo Fighters,Dionysitic,1.24116538108595,2009-11-03,162,79,43,-5,56,4:38,0,67,88,375,-4.25,-6.09,36.37,-12.64,-20.88,42.86,-30.43,-6.45,43.03,-30.31,-20.6,50.13,-2.38609112709833,16.8345323741007,3.01060070671377,-15.5759717314488,26.5661605206074,20.6182212581345,28.4938271604938,0.685185185185183,1597,393,475,393,0.2460864120225422,1,0.2730579789169755,0.1066020742658659
264,"
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah

Dig, if you will, the picture
Of you and I engaged in a kiss
The sweat of your body covers me
Can you, my darling?
Can you picture this?

Dream, if you can, a courtyard
An ocean of violets in bloom
Animals strike curious poses
They feel the heat
The heat between me and you

How can you just leave me standing
Alone in a world that's so cold? (So cold)
Maybe I'm just too demanding
Maybe I'm just like my father, too bold
Maybe you're just like my mother
She's never satisfied (She's never satisfied)
Why do we scream at each other?
This is what it sounds like
When doves cry

Touch, if you will, my stomach (Hmm)
Feel how it trembles inside (Mhm)
You've got the butterflies all tied up
Don't make me chase you
Even doves have pride

How can you just leave me standing
Alone in a world so cold? (World so cold)
Maybe I'm just too demanding
Maybe I'm just like my father, too bold
Maybe you're just like my mother
She's never satisfied (She's never satisfied)
Why do we scream at each other?
This is what it sounds like
When doves cry

Yeah, yeah
Doo-doo woah-oh
(Yeah, yeah)

How can you just leave me standing
Alone in a world that's so cold? (World that's so cold)
Maybe I'm just too demanding (Maybe, maybe)
Maybe I'm just like my father, too bold (My father, you know he's cruel)
Maybe you're just like my mother (Maybe you're just like my mother)
She's never satisfied (Never, never satisfied, why scream?)
Why do we scream at each other? (Why?)
This is what it sounds like
When doves cry
When doves cry (When doves cry, when doves cry)
When doves cry (When doves cry, they cry)
Oh, no, oh
Oh, no, yeah
Oh, oh, yeah
Oh, oh, yeah
Oh, oh, yeah
When doves cry
When doves cry (Hoo)
When doves cry (Hoo)
Baby, baby, baby, yeah

When doves cry (When doves cry, when doves cry)
Don't cry
Darling, don't cry
Don't cry, don't cry, don't, don't cry",When Doves Cry,Prince,Dionysitic,1.6593190940966,1984-06-25,126,99,73,-5,84,5:53,1,74,260,1184,-3.25,23.91,0.370000000000005,-11.64,9.12,6.86,-29.43,23.55,7.03,-29.31,9.4,14.13,17.6139088729017,44.8345323741007,23.0106007067138,12.4240282685512,46.5661605206074,48.6182212581345,48.4938271604938,28.6851851851852,1932,622,689,622,0.3219461697722567,1,0.36346212249798,0.1393710832158159
1060,"
Thank God we don't get all our hurts at once
That would be a really really bad thing
When my baby comes
Thank God we don't get all our olds at the one time
(Uh listen to me talking in my hospital gown!)
When my baby comes
Best thing about this place are the showers
The worst thing is the visiting hours
(Hey, careful of the carpet!)
When my baby comes
They had pistols and they had guns
They threw me on the ground and they entered into me
(I was only fifteen!)
When my baby comes

Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?

She got hands as white as milk
And she weaves a loop of spider's silk that glistens
When my baby comes
There is an ancient question behind her eyes
That I can't even begin to describe
(Hey hey, listen don't do that on the carpet!)
When my baby comes
Does anyone out there wasted their lives?
On booze and drugs and husbands and wives and making money?
When my baby comes
Well, they had pistols and they had guns
My skirt above my head I was so much older
When I crawled out from under their mushroom cloud

Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
Just how long you gonna be my baby?
Just how long you gonna be my baby?
Until you come?
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes
When she comes",When My Baby Comes ,Grinderman,Antagonistic,1.27213644977109,2010-01-01,119,61,27,-6,25,6:49,8,23,1295,4801,3.75,-22.09,-6.63,-4.64,-36.88,-0.140000000000001,-22.43,-22.45,0.0300000000000011,-22.31,-36.6,7.13,-20.3860911270983,-14.1654676258993,-14.9893992932862,-46.5759717314488,8.56616052060738,-10.3817787418655,10.4938271604938,-30.3148148148148,1965,555,618,555,0.2824427480916031,1,0.3347173131148362,0.1716383988296381
265,"If it keeps on raining, levee's going to break
If it keeps on raining, the levee's going to break

When the levee breaks, have no place to stay

Mean old levee taught me to weep and moan, oh
Mean old levee taught me to weep and moan

It's got what it takes to make a mountain man leave his home
Oh well, oh well, oh well, ooh

Oh, don't it make you feel bad
When you're trying to find your way home
You don't know which way to go
If you're going down south, they got no work to do
If you're going north to Chicago
Ah, ah, ah, hey

Crying won't help you, praying won't do you no good
No, crying won't help you, praying won't do you no good

When the levee breaks, mama, you got to move, ooh

All last night I sat on the levee and moaned
All last night, sat on the levee and moaned
Thinking about my baby and my happy home
Oh-ho

Ah, ah, ah, ah-ah
Ah, ah, ah, ah-ah
Oh, oh

Going
I'm going to Chicago
Going to Chicago
Sorry, but I can't take you, ah
Going down, going down now
Going down, I'm going down now
Going down, going down
Going down, going down
Oh...
Going down, going down now
Going down, going down now
Going down, going down now
Going down, going, dow- dow- dow- dow- down, now
Ooh, ooh",When the Levee Breaks,Led Zeppelin,Dionysitic,1.62509269015,1971-11-08,143,77,27,-8,80,7:09,0,67,254,7568,-4.25,-22.09,17.37,-12.64,-36.88,23.86,-30.43,-22.45,24.03,-30.31,-36.6,31.13,-4.38609112709833,40.8345323741007,1.01060070671377,8.42402826855124,24.5661605206074,44.6182212581345,26.4938271604938,24.6851851851852,1196,460,501,460,0.3846153846153846,1,0.2137602171258937,0.098713010004747
